condition	tokens	criticalwords	grammaticality
s_ax	these snacks, Jennifer forgot _ your hat _ recently	your,hat	False
s_xx	Jennifer forgot _ your hat _ recently	your,hat	True
s_ab	these snacks, Jennifer forgot _ earlier _	earlier	True
s_xb	Jennifer forgot _ earlier _	earlier	False
s_ax	these snacks, Jennifer forgot _ your hat _ earlier	your,hat	False
s_xx	Jennifer forgot _ your hat _ earlier	your,hat	True
s_ab	these snacks, Jennifer forgot _ yesterday _	yesterday	True
s_xb	Jennifer forgot _ yesterday _	yesterday	False
s_ax	these snacks, Jennifer forgot _ our keys _ yesterday	our,keys	False
s_xx	Jennifer forgot _ our keys _ yesterday	our,keys	True
s_ab	these snacks, Jennifer forgot _ recently _	recently	True
s_xb	Jennifer forgot _ recently _	recently	False
s_ax	these snacks, Jennifer forgot _ our keys _ recently	our,keys	False
s_xx	Jennifer forgot _ our keys _ recently	our,keys	True
s_ab	these snacks, Jennifer forgot _ earlier _	earlier	True
s_xb	Jennifer forgot _ earlier _	earlier	False
s_ax	these snacks, Jennifer forgot _ our keys _ earlier	our,keys	False
s_xx	Jennifer forgot _ our keys _ earlier	our,keys	True
s_ab	those boots, Mary bought _ yesterday _	yesterday	True
s_xb	Mary bought _ yesterday _	yesterday	False
s_ax	those boots, Mary bought _ the cheese _ yesterday	the,cheese	False
s_xx	Mary bought _ the cheese _ yesterday	the,cheese	True
s_ab	those boots, Mary bought _ recently _	recently	True
s_xb	Mary bought _ recently _	recently	False
s_ax	those boots, Mary bought _ the cheese _ recently	the,cheese	False
s_xx	Mary bought _ the cheese _ recently	the,cheese	True
s_ab	those boots, Mary bought _ earlier _	earlier	True
s_xb	Mary bought _ earlier _	earlier	False
s_ax	those boots, Mary bought _ the cheese _ earlier	the,cheese	False
s_xx	Mary bought _ the cheese _ earlier	the,cheese	True
s_ab	those boots, Mary bought _ yesterday _	yesterday	True
s_xb	Mary bought _ yesterday _	yesterday	False
s_ax	those boots, Mary bought _ your hat _ yesterday	your,hat	False
s_xx	Mary bought _ your hat _ yesterday	your,hat	True
s_ab	those boots, Mary bought _ recently _	recently	True
s_xb	Mary bought _ recently _	recently	False
s_ax	those boots, Mary bought _ your hat _ recently	your,hat	False
s_xx	Mary bought _ your hat _ recently	your,hat	True
s_ab	those boots, Mary bought _ earlier _	earlier	True
s_xb	Mary bought _ earlier _	earlier	False
s_ax	those boots, Mary bought _ your hat _ earlier	your,hat	False
s_xx	Mary bought _ your hat _ earlier	your,hat	True
s_ab	those boots, Mary bought _ yesterday _	yesterday	True
s_xb	Mary bought _ yesterday _	yesterday	False
s_ax	those boots, Mary bought _ our keys _ yesterday	our,keys	False
s_xx	Mary bought _ our keys _ yesterday	our,keys	True
s_ab	those boots, Mary bought _ recently _	recently	True
s_xb	Mary bought _ recently _	recently	False
s_ax	those boots, Mary bought _ our keys _ recently	our,keys	False
s_xx	Mary bought _ our keys _ recently	our,keys	True
s_ab	those boots, Mary bought _ earlier _	earlier	True
s_xb	Mary bought _ earlier _	earlier	False
s_ax	those boots, Mary bought _ our keys _ earlier	our,keys	False
s_xx	Mary bought _ our keys _ earlier	our,keys	True
s_ab	those boots, Mary saw _ yesterday _	yesterday	True
s_xb	Mary saw _ yesterday _	yesterday	False
s_ax	those boots, Mary saw _ the cheese _ yesterday	the,cheese	False
s_xx	Mary saw _ the cheese _ yesterday	the,cheese	True
s_ab	those boots, Mary saw _ recently _	recently	True
s_xb	Mary saw _ recently _	recently	False
s_ax	those boots, Mary saw _ the cheese _ recently	the,cheese	False
s_xx	Mary saw _ the cheese _ recently	the,cheese	True
s_ab	those boots, Mary saw _ earlier _	earlier	True
s_xb	Mary saw _ earlier _	earlier	False
s_ax	those boots, Mary saw _ the cheese _ earlier	the,cheese	False
s_xx	Mary saw _ the cheese _ earlier	the,cheese	True
s_ab	those boots, Mary saw _ yesterday _	yesterday	True
s_xb	Mary saw _ yesterday _	yesterday	False
s_ax	those boots, Mary saw _ your hat _ yesterday	your,hat	False
s_xx	Mary saw _ your hat _ yesterday	your,hat	True
s_ab	those boots, Mary saw _ recently _	recently	True
s_xb	Mary saw _ recently _	recently	False
s_ax	those boots, Mary saw _ your hat _ recently	your,hat	False
s_xx	Mary saw _ your hat _ recently	your,hat	True
s_ab	those boots, Mary saw _ earlier _	earlier	True
s_xb	Mary saw _ earlier _	earlier	False
s_ax	those boots, Mary saw _ your hat _ earlier	your,hat	False
s_xx	Mary saw _ your hat _ earlier	your,hat	True
s_ab	those boots, Mary saw _ yesterday _	yesterday	True
s_xb	Mary saw _ yesterday _	yesterday	False
s_ax	those boots, Mary saw _ our keys _ yesterday	our,keys	False
s_xx	Mary saw _ our keys _ yesterday	our,keys	True
s_ab	those boots, Mary saw _ recently _	recently	True
s_xb	Mary saw _ recently _	recently	False
s_ax	those boots, Mary saw _ our keys _ recently	our,keys	False
s_xx	Mary saw _ our keys _ recently	our,keys	True
s_ab	those boots, Mary saw _ earlier _	earlier	True
s_xb	Mary saw _ earlier _	earlier	False
s_ax	those boots, Mary saw _ our keys _ earlier	our,keys	False
s_xx	Mary saw _ our keys _ earlier	our,keys	True
s_ab	those boots, Mary forgot _ yesterday _	yesterday	True
s_xb	Mary forgot _ yesterday _	yesterday	False
s_ax	those boots, Mary forgot _ the cheese _ yesterday	the,cheese	False
s_xx	Mary forgot _ the cheese _ yesterday	the,cheese	True
s_ab	those boots, Mary forgot _ recently _	recently	True
s_xb	Mary forgot _ recently _	recently	False
s_ax	those boots, Mary forgot _ the cheese _ recently	the,cheese	False
s_xx	Mary forgot _ the cheese _ recently	the,cheese	True
s_ab	those boots, Mary forgot _ earlier _	earlier	True
s_xb	Mary forgot _ earlier _	earlier	False
s_ax	those boots, Mary forgot _ the cheese _ earlier	the,cheese	False
s_xx	Mary forgot _ the cheese _ earlier	the,cheese	True
s_ab	those boots, Mary forgot _ yesterday _	yesterday	True
s_xb	Mary forgot _ yesterday _	yesterday	False
s_ax	those boots, Mary forgot _ your hat _ yesterday	your,hat	False
s_xx	Mary forgot _ your hat _ yesterday	your,hat	True
s_ab	those boots, Mary forgot _ recently _	recently	True
s_xb	Mary forgot _ recently _	recently	False
s_ax	those boots, Mary forgot _ your hat _ recently	your,hat	False
s_xx	Mary forgot _ your hat _ recently	your,hat	True
s_ab	those boots, Mary forgot _ earlier _	earlier	True
s_xb	Mary forgot _ earlier _	earlier	False
s_ax	those boots, Mary forgot _ your hat _ earlier	your,hat	False
s_xx	Mary forgot _ your hat _ earlier	your,hat	True
s_ab	those boots, Mary forgot _ yesterday _	yesterday	True
s_xb	Mary forgot _ yesterday _	yesterday	False
s_ax	those boots, Mary forgot _ our keys _ yesterday	our,keys	False
s_xx	Mary forgot _ our keys _ yesterday	our,keys	True
s_ab	those boots, Mary forgot _ recently _	recently	True
s_xb	Mary forgot _ recently _	recently	False
s_ax	those boots, Mary forgot _ our keys _ recently	our,keys	False
s_xx	Mary forgot _ our keys _ recently	our,keys	True
s_ab	those boots, Mary forgot _ earlier _	earlier	True
s_xb	Mary forgot _ earlier _	earlier	False
s_ax	those boots, Mary forgot _ our keys _ earlier	our,keys	False
s_xx	Mary forgot _ our keys _ earlier	our,keys	True
s_ab	those boots, Jennifer bought _ yesterday _	yesterday	True
s_xb	Jennifer bought _ yesterday _	yesterday	False
s_ax	those boots, Jennifer bought _ the cheese _ yesterday	the,cheese	False
s_xx	Jennifer bought _ the cheese _ yesterday	the,cheese	True
s_ab	those boots, Jennifer bought _ recently _	recently	True
s_xb	Jennifer bought _ recently _	recently	False
s_ax	those boots, Jennifer bought _ the cheese _ recently	the,cheese	False
s_xx	Jennifer bought _ the cheese _ recently	the,cheese	True
s_ab	those boots, Jennifer bought _ earlier _	earlier	True
s_xb	Jennifer bought _ earlier _	earlier	False
s_ax	those boots, Jennifer bought _ the cheese _ earlier	the,cheese	False
s_xx	Jennifer bought _ the cheese _ earlier	the,cheese	True
s_ab	those boots, Jennifer bought _ yesterday _	yesterday	True
s_xb	Jennifer bought _ yesterday _	yesterday	False
s_ax	those boots, Jennifer bought _ your hat _ yesterday	your,hat	False
s_xx	Jennifer bought _ your hat _ yesterday	your,hat	True
s_ab	those boots, Jennifer bought _ recently _	recently	True
s_xb	Jennifer bought _ recently _	recently	False
s_ax	those boots, Jennifer bought _ your hat _ recently	your,hat	False
s_xx	Jennifer bought _ your hat _ recently	your,hat	True
s_ab	those boots, Jennifer bought _ earlier _	earlier	True
s_xb	Jennifer bought _ earlier _	earlier	False
s_ax	those boots, Jennifer bought _ your hat _ earlier	your,hat	False
s_xx	Jennifer bought _ your hat _ earlier	your,hat	True
s_ab	those boots, Jennifer bought _ yesterday _	yesterday	True
s_xb	Jennifer bought _ yesterday _	yesterday	False
s_ax	those boots, Jennifer bought _ our keys _ yesterday	our,keys	False
s_xx	Jennifer bought _ our keys _ yesterday	our,keys	True
s_ab	those boots, Jennifer bought _ recently _	recently	True
s_xb	Jennifer bought _ recently _	recently	False
s_ax	those boots, Jennifer bought _ our keys _ recently	our,keys	False
s_xx	Jennifer bought _ our keys _ recently	our,keys	True
s_ab	those boots, Jennifer bought _ earlier _	earlier	True
s_xb	Jennifer bought _ earlier _	earlier	False
s_ax	those boots, Jennifer bought _ our keys _ earlier	our,keys	False
s_xx	Jennifer bought _ our keys _ earlier	our,keys	True
s_ab	those boots, Jennifer saw _ yesterday _	yesterday	True
s_xb	Jennifer saw _ yesterday _	yesterday	False
s_ax	those boots, Jennifer saw _ the cheese _ yesterday	the,cheese	False
s_xx	Jennifer saw _ the cheese _ yesterday	the,cheese	True
s_ab	those boots, Jennifer saw _ recently _	recently	True
s_xb	Jennifer saw _ recently _	recently	False
s_ax	those boots, Jennifer saw _ the cheese _ recently	the,cheese	False
s_xx	Jennifer saw _ the cheese _ recently	the,cheese	True
s_ab	those boots, Jennifer saw _ earlier _	earlier	True
s_xb	Jennifer saw _ earlier _	earlier	False
s_ax	those boots, Jennifer saw _ the cheese _ earlier	the,cheese	False
s_xx	Jennifer saw _ the cheese _ earlier	the,cheese	True
s_ab	those boots, Jennifer saw _ yesterday _	yesterday	True
s_xb	Jennifer saw _ yesterday _	yesterday	False
s_ax	those boots, Jennifer saw _ your hat _ yesterday	your,hat	False
s_xx	Jennifer saw _ your hat _ yesterday	your,hat	True
s_ab	those boots, Jennifer saw _ recently _	recently	True
s_xb	Jennifer saw _ recently _	recently	False
s_ax	those boots, Jennifer saw _ your hat _ recently	your,hat	False
s_xx	Jennifer saw _ your hat _ recently	your,hat	True
s_ab	those boots, Jennifer saw _ earlier _	earlier	True
s_xb	Jennifer saw _ earlier _	earlier	False
s_ax	those boots, Jennifer saw _ your hat _ earlier	your,hat	False
s_xx	Jennifer saw _ your hat _ earlier	your,hat	True
s_ab	those boots, Jennifer saw _ yesterday _	yesterday	True
s_xb	Jennifer saw _ yesterday _	yesterday	False
s_ax	those boots, Jennifer saw _ our keys _ yesterday	our,keys	False
s_xx	Jennifer saw _ our keys _ yesterday	our,keys	True
s_ab	those boots, Jennifer saw _ recently _	recently	True
s_xb	Jennifer saw _ recently _	recently	False
s_ax	those boots, Jennifer saw _ our keys _ recently	our,keys	False
s_xx	Jennifer saw _ our keys _ recently	our,keys	True
s_ab	those boots, Jennifer saw _ earlier _	earlier	True
s_xb	Jennifer saw _ earlier _	earlier	False
s_ax	those boots, Jennifer saw _ our keys _ earlier	our,keys	False
s_xx	Jennifer saw _ our keys _ earlier	our,keys	True
s_ab	those boots, Jennifer forgot _ yesterday _	yesterday	True
s_xb	Jennifer forgot _ yesterday _	yesterday	False
s_ax	those boots, Jennifer forgot _ the cheese _ yesterday	the,cheese	False
s_xx	Jennifer forgot _ the cheese _ yesterday	the,cheese	True
s_ab	those boots, Jennifer forgot _ recently _	recently	True
s_xb	Jennifer forgot _ recently _	recently	False
s_ax	those boots, Jennifer forgot _ the cheese _ recently	the,cheese	False
s_xx	Jennifer forgot _ the cheese _ recently	the,cheese	True
s_ab	those boots, Jennifer forgot _ earlier _	earlier	True
s_xb	Jennifer forgot _ earlier _	earlier	False
s_ax	those boots, Jennifer forgot _ the cheese _ earlier	the,cheese	False
s_xx	Jennifer forgot _ the cheese _ earlier	the,cheese	True
s_ab	those boots, Jennifer forgot _ yesterday _	yesterday	True
s_xb	Jennifer forgot _ yesterday _	yesterday	False
s_ax	those boots, Jennifer forgot _ your hat _ yesterday	your,hat	False
s_xx	Jennifer forgot _ your hat _ yesterday	your,hat	True
s_ab	those boots, Jennifer forgot _ recently _	recently	True
s_xb	Jennifer forgot _ recently _	recently	False
s_ax	those boots, Jennifer forgot _ your hat _ recently	your,hat	False
s_xx	Jennifer forgot _ your hat _ recently	your,hat	True
s_ab	those boots, Jennifer forgot _ earlier _	earlier	True
s_xb	Jennifer forgot _ earlier _	earlier	False
s_ax	those boots, Jennifer forgot _ your hat _ earlier	your,hat	False
s_xx	Jennifer forgot _ your hat _ earlier	your,hat	True
s_ab	those boots, Jennifer forgot _ yesterday _	yesterday	True
s_xb	Jennifer forgot _ yesterday _	yesterday	False
s_ax	those boots, Jennifer forgot _ our keys _ yesterday	our,keys	False
s_xx	Jennifer forgot _ our keys _ yesterday	our,keys	True
s_ab	those boots, Jennifer forgot _ recently _	recently	True
s_xb	Jennifer forgot _ recently _	recently	False
s_ax	those boots, Jennifer forgot _ our keys _ recently	our,keys	False
s_xx	Jennifer forgot _ our keys _ recently	our,keys	True
s_ab	those boots, Jennifer forgot _ earlier _	earlier	True
s_xb	Jennifer forgot _ earlier _	earlier	False
s_ax	those boots, Jennifer forgot _ our keys _ earlier	our,keys	False
s_xx	Jennifer forgot _ our keys _ earlier	our,keys	True
s_ab	her books, Mary bought _ yesterday _	yesterday	True
s_xb	Mary bought _ yesterday _	yesterday	False
s_ax	her books, Mary bought _ the cheese _ yesterday	the,cheese	False
s_xx	Mary bought _ the cheese _ yesterday	the,cheese	True
s_ab	her books, Mary bought _ recently _	recently	True
s_xb	Mary bought _ recently _	recently	False
s_ax	her books, Mary bought _ the cheese _ recently	the,cheese	False
s_xx	Mary bought _ the cheese _ recently	the,cheese	True
s_ab	her books, Mary bought _ earlier _	earlier	True
s_xb	Mary bought _ earlier _	earlier	False
s_ax	her books, Mary bought _ the cheese _ earlier	the,cheese	False
s_xx	Mary bought _ the cheese _ earlier	the,cheese	True
s_ab	her books, Mary bought _ yesterday _	yesterday	True
s_xb	Mary bought _ yesterday _	yesterday	False
s_ax	her books, Mary bought _ your hat _ yesterday	your,hat	False
s_xx	Mary bought _ your hat _ yesterday	your,hat	True
s_ab	her books, Mary bought _ recently _	recently	True
s_xb	Mary bought _ recently _	recently	False
s_ax	her books, Mary bought _ your hat _ recently	your,hat	False
s_xx	Mary bought _ your hat _ recently	your,hat	True
s_ab	her books, Mary bought _ earlier _	earlier	True
s_xb	Mary bought _ earlier _	earlier	False
s_ax	her books, Mary bought _ your hat _ earlier	your,hat	False
s_xx	Mary bought _ your hat _ earlier	your,hat	True
s_ab	her books, Mary bought _ yesterday _	yesterday	True
s_xb	Mary bought _ yesterday _	yesterday	False
s_ax	her books, Mary bought _ our keys _ yesterday	our,keys	False
s_xx	Mary bought _ our keys _ yesterday	our,keys	True
s_ab	her books, Mary bought _ recently _	recently	True
s_xb	Mary bought _ recently _	recently	False
s_ax	her books, Mary bought _ our keys _ recently	our,keys	False
s_xx	Mary bought _ our keys _ recently	our,keys	True
s_ab	her books, Mary bought _ earlier _	earlier	True
s_xb	Mary bought _ earlier _	earlier	False
s_ax	her books, Mary bought _ our keys _ earlier	our,keys	False
s_xx	Mary bought _ our keys _ earlier	our,keys	True
s_ab	her books, Mary saw _ yesterday _	yesterday	True
s_xb	Mary saw _ yesterday _	yesterday	False
s_ax	her books, Mary saw _ the cheese _ yesterday	the,cheese	False
s_xx	Mary saw _ the cheese _ yesterday	the,cheese	True
s_ab	her books, Mary saw _ recently _	recently	True
s_xb	Mary saw _ recently _	recently	False
s_ax	her books, Mary saw _ the cheese _ recently	the,cheese	False
s_xx	Mary saw _ the cheese _ recently	the,cheese	True
s_ab	her books, Mary saw _ earlier _	earlier	True
