condition	tokens	criticalwords	grammaticality
s_xb	The shop owner told me that with care the chef prepared a great meal for _ yesterday evening _	yesterday,evening	True
s_ax	The shop owner told me who with care the chef prepared a great meal for _ the guests _ yesterday evening	the,guests	True
s_xx	The shop owner told me that with care the chef prepared a great meal for _ the guests _ yesterday evening	the,guests	True
s_ab	My sister told me who we believe the newspaper published a long story about _ last month _	last,month	True
s_xb	My sister told me that we believe the newspaper published a long story about _ last month _	last,month	True
s_ax	My sister told me who we believe the newspaper published a long story about _ the mayor _ last month	the,mayor	True
s_xx	My sister told me that we believe the newspaper published a long story about _ the mayor _ last month	the,mayor	True
s_ab	We remember what warmly our new friend brought a large present to _ last weekend _	last,weekend	True
s_xb	We remember that warmly our new friend brought a large present to _ last weekend _	last,weekend	True
s_ax	We remember what warmly our new friend brought a large present to _ the birthday party _ last weekend	the,birthday,party	True
s_xx	We remember that warmly our new friend brought a large present to _ the birthday party _ last weekend	the,birthday,party	True
s_ab	I know who warmly the teacher congratulated the couple in front of _ at school _	at,school	True
s_xb	I know that warmly the teacher congratulated the couple in front of _ at school _	at,school	True
s_ax	I know who warmly the teacher congratulated the couple in front of _ the children _ at school	the,children	True
s_xx	I know that warmly the teacher congratulated the couple in front of _ the children _ at school	the,children	True
s_ab	You know who graciously the journalist introduced her friend to _ last year _	last,year	True
s_xb	You know that graciously the journalist introduced her friend to _ last year _	last,year	True
s_ax	You know who graciously the journalist introduced her friend to _ her family _ last year	her,family	True
s_xx	You know that graciously the journalist introduced her friend to _ her family _ last year	her,family	True
s_ab	She knows what warmly the young man waited for his date next to _ last night _	last,night	True
s_xb	She knows that warmly the young man waited for his date next to _ last night _	last,night	True
s_ax	She knows what warmly the young man waited for his date next to _ the theater _ last night	the,theater	True
s_xx	She knows that warmly the young man waited for his date next to _ the theater _ last night	the,theater	True
s_ab	He knows what carefully the lawyer interrogated the spy with _ yesterday _	yesterday	True
s_xb	He knows that carefully the lawyer interrogated the spy with _ yesterday _	yesterday	True
s_ax	He knows what carefully the lawyer interrogated the spy with _ bright lights _ yesterday	bright,lights	True
s_xx	He knows that carefully the lawyer interrogated the spy with _ bright lights _ yesterday	bright,lights	True
s_ab	They recall what warmly the woman thanked the waitress with _ last week _	last,week	True
s_xb	They recall that warmly the woman thanked the waitress with _ last week _	last,week	True
s_ax	They recall what warmly the woman thanked the waitress with _ a big tip _ last week	a,big,tip	True
s_xx	They recall that warmly the woman thanked the waitress with _ a big tip _ last week	a,big,tip	True
s_ab	He remembers who skillfully the family reassured the old woman about _ yesterday evening _	yesterday,evening	True
s_xb	He remembers that skillfully the family reassured the old woman about _ yesterday evening _	yesterday,evening	True
s_ax	He remembers who skillfully the family reassured the old woman about _ her daughter _ yesterday evening	her,daughter	True
s_xx	He remembers that skillfully the family reassured the old woman about _ her daughter _ yesterday evening	her,daughter	True
s_ab	You said who unkindly the young man abandoned his partner with _ last evening _	last,evening	True
s_xb	You said that unkindly the young man abandoned his partner with _ last evening _	last,evening	True
s_ax	You said who unkindly the young man abandoned his partner with _ mounting debts _ last evening	mounting,debts	True
s_xx	You said that unkindly the young man abandoned his partner with _ mounting debts _ last evening	mounting,debts	True
s_ab	We recall who hesitantly the student delivered the paper to _ over the summer _	over,the,summer	True
s_xb	We recall that hesitantly the student delivered the paper to _ over the summer _	over,the,summer	True
s_ax	We recall who hesitantly the student delivered the paper to _ the professor _ over the summer	the,professor	True
s_xx	We recall that hesitantly the student delivered the paper to _ the professor _ over the summer	the,professor	True
s_ab	He said who hesitantly the company collected information about _ last night _	last,night	True
s_xb	He said that hesitantly the company collected information about _ last night _	last,night	True
s_ax	He said who hesitantly the company collected information about _ their rivals _ last night	their,rivals	True
s_xx	He said that hesitantly the company collected information about _ their rivals _ last night	their,rivals	True
s_ab	They know what rudely the couple frightened the children with _ last night _	last,night	True
s_xb	They know that rudely the couple frightened the children with _ last night _	last,night	True
s_ax	They know what rudely the couple frightened the children with _ threats _ last night	threats	True
s_xx	They know that rudely the couple frightened the children with _ threats _ last night	threats	True
s_ab	He knows what with skill the spy assassinated the politician with _ last year _	last,year	True
s_xb	He knows that with skill the spy assassinated the politician with _ last year _	last,year	True
s_ax	He knows what with skill the spy assassinated the politician with _ a gun _ last year	a,gun	True
s_xx	He knows that with skill the spy assassinated the politician with _ a gun _ last year	a,gun	True
s_ab	I know what warmly the lawyer greeted the man with _ over lunch _	over,lunch	True
s_xb	I know that warmly the lawyer greeted the man with _ over lunch _	over,lunch	True
s_ax	I know what warmly the lawyer greeted the man with _ a smile _ over lunch	a,smile	True
s_xx	I know that warmly the lawyer greeted the man with _ a smile _ over lunch	a,smile	True
s_ab	You know what skillfully the maid collected water from _ last year _	last,year	True
s_xb	You know that skillfully the maid collected water from _ last year _	last,year	True
s_ax	You know what skillfully the maid collected water from _ the brook _ last year	the,brook	True
s_xx	You know that skillfully the maid collected water from _ the brook _ last year	the,brook	True
s_ab	She knows who cooly the woman congratulated the athletes with _ last summer _	last,summer	True
s_xb	She knows that cooly the woman congratulated the athletes with _ last summer _	last,summer	True
s_ax	She knows who cooly the woman congratulated the athletes with _ her husband _ last summer	her,husband	True
s_xx	She knows that cooly the woman congratulated the athletes with _ her husband _ last summer	her,husband	True
s_ab	He knows who cheerfully the hunter introduced the athletes to _ last winter _	last,winter	True
s_xb	He knows that cheerfully the hunter introduced the athletes to _ last winter _	last,winter	True
s_ax	He knows who cheerfully the hunter introduced his friends to _ his family _ last winter	his,family	True
s_xx	He knows that cheerfully the hunter introduced his friends to _ his family _ last winter	his,family	True
s_ab	They recall what with sadness the man waited for her friend in _ last night _	last,night	True
s_xb	They recall that with sadness the man waited for her friend in _ last night _	last,night	True
s_ax	They recall what with sadness the man waited for her friend in _ the rain _ last night	the,rain	True
s_xx	They recall that with sadness the man waited for her friend in _ the rain _ last night	the,rain	True
s_ab	He remembers what brutally the detective interrogated the criminal in _ yesterday _	yesterday	True
s_xb	He remembers that brutally the detective interrogated the criminal in _ yesterday _	yesterday	True
s_ax	He remembers what brutally the detective interrogated the criminal in _ his cell _ yesterday	his,cell	True
s_xx	He remembers that brutally the detective interrogated the criminal in _ his cell _ yesterday	his,cell	True
s_ab	You said what skillfully the theif stole a painting from _ last night _	last,night	True
s_xb	You said that skillfully the theif stole a painting from _ last night _	last,night	True
s_ax	You said what skillfully the theif stole a painting from _ the museum _ last night	the,museum	True
s_xx	You said that skillfully the theif stole a painting from _ the museum _ last night	the,museum	True
s_ab	We recall who sadly the doctor administered medicine to _ yesterday _	yesterday	True
s_xb	We recall that sadly the doctor administered medicine to _ yesterday _	yesterday	True
s_ax	We recall who sadly the doctor administered medicine to _ the old woman _ yesterday	the,old,woman	True
s_xx	We recall that sadly the doctor administered medicine to _ the old woman _ yesterday	the,old,woman	True
s_ab	He said what anxiously the motehr waited for her daughter in _ over the winter _	over,the,winter	True
s_xb	He said that anxiously the mother waited for her daughter in _ over the winter _	over,the,winter	True
s_ax	He said what anxiously the mother waited for her daughter in _ the car _ over the winter	the,car	True
s_xx	He said that anxiously the mother waited for her daughter in _ the car _ over the winter	the,car	True
s_ab	They know what suddenly the woman chased the intruder with _ yesterday morning _	yesterday,morning	True
s_xb	They know that suddenly the woman chased the intruder with _ yesterday morning _	yesterday,morning	True
s_ax	They know what suddenly the woman chased the intruder with _ a broom _ yesterday morning	a,broom	True
s_xx	They know that suddenly the woman chased the intruder with _ a broom _ yesterday morning	a,broom	True
s_ab	He knows what quickly the scientists delivered the article to _ last night _	last,night	True
s_xb	He knows that quickly the scientists delivered the article to _ last night _	last,night	True
s_ax	He knows what quickly the scientists delivered the article to _ the journal _ last night	the,journal	True
s_xx	He knows that quickly the scientists delivered the article to _ the journal _ last night	the,journal	True
s_ab	I know what brutally the police frightened the protesters with _ last night _	last,night	True
s_xb	I know that brutally the police frightened the protesters with _ last night _	last,night	True
s_ax	I know what brutally the police frightened the protesters with _ their guns _ last night	their,guns	True
s_xx	I know that brutally the police frightened the protesters with _ their guns _ last night	their,guns	True
s_ab	You know what with skill the radical assassinated the politician with _ yesterday _	yesterday	True
s_xb	You know that with skill the radical assassinated the politician with _ yesterday _	yesterday	True
s_ax	You know what with skill the radical assassinated the politician with _ a bomb _ yesterday	a,bomb	True
s_xx	You know that with skill the radical assassinated the politician with _ a bomb _ yesterday	a,bomb	True
s_ab	She knows what cheerfully the mechanic greeted the teacher with _ yesterday _	yesterday	True
s_xb	She knows that cheerfully the mechanic greeted the teacher with _ yesterday _	yesterday	True
s_ax	She knows what cheerfully the mechanic greeted the teacher with _ a wave _ yesterday	a,wave	True
s_xx	She knows that cheerfully the mechanic greeted the teacher with _ a wave _ yesterday	a,wave	True
s_ab	He knows what kindly the students reassured the principal with _ last night _	last,night	True
s_xb	He knows that kindly the students reassured the principal with _ last night _	last,night	True
s_ax	He knows what kindly the students reassured the principal with _ kind words _ last night	kind,words	True
s_xx	He knows that kindly the students reassured the principal with _ kind words _ last night	kind,words	True
