condition	tokens	criticalwords	grammaticality
s_xb	I do not know that with malice her rival derailed _ with _ a cruel plan last week	with	True
s_ax	I do not know what with malice her rival derailed _ the performance _ with a cruel plan last week	the,performance	True
s_xx	I do not know that with malice her rival derailed _ the performance _ with a cruel plan last week	the,performance	True
s_ab	She can guess what with much fanfare the movie star received _ for _ her hard work during the award ceremony	for	True
s_xb	She can guess that with much fanfare the movie star received _ for _ her hard work during the award ceremony	for	True
s_ax	She can guess what with much fanfare the movie star received _ a prize _ for her hard work during the award ceremony	a,prize	True
s_xx	She can guess that with much fanfare the movie star received _ a prize _ for her hard work during the award ceremony	a,prize	True
s_ab	The newspaper reported who brutally the suspect killed _ with _ a gun in the middle of the night	with	True
s_xb	The newspaper reported that brutally the suspect killed _ with _ a gun in the middle of the night	with	True
s_ax	The newspaper reported who brutally the suspect killed _ the witness _ with a gun in the middle of the night	the,witness	True
s_xx	The newspaper reported that brutally the suspect killed _ the witness _ with a gun in the middle of the night	the,witness	True
s_ab	We recall what clumsily the man placed _ next to _ the oven over an hour ago	next,to	True
s_xb	We recall that clumsily the man placed _ next to _ the oven over an hour ago	next,to	True
s_ax	We recall what clumsily the man placed _ a delicate plate _ next to the oven over an hour ago	a,delicate,plate	True
s_xx	We recall that clumsily the man placed _ a delicate plate _ next to the oven over an hour ago	a,delicate,plate	True
s_ab	I remember what with skill the nurse administered _ to _ the patient without any delay	to	True
s_xb	I remember that with skill the nurse administered _ to _ the patient without any delay	to	True
s_ax	I remember what with skill the nurse administered _ the new medicine _ to the patient without any delay	the,new,medicine	True
s_xx	I remember that with skill the nurse administered _ the new medicine _ to the patient without any delay	the,new,medicine	True
s_ab	Our friend knew what without tact the gossip column revealed _ to _ the public yesterday	to	True
s_xb	Our friend knew that without tact the gossip column revealed _ to _ the public yesterday	to	True
s_ax	Our friend knew what without tact the gossip column revealed _ family secrets _ to the public yesterday	family,secrets	True
s_xx	Our friend knew that without tact the gossip column revealed _ family secrets _ to the public yesterday	family,secrets	True
s_ab	The mayor told me what with public funds the workers repaired _ for _ the town over the summer	for	True
s_xb	The mayor told me that with public funds the workers repaired _ for _ the town over the summer	for	True
s_ax	The mayor told me what with public funds the workers repaired _ the bridge _ for the town over the summer	the,bridge	True
s_xx	The mayor told me that with public funds the workers repaired _ the bridge _ for the town over the summer	the,bridge	True
s_ab	My friend remembers what secretly the government collected _ about _ foreign threats using illegal methods	about	True
s_xb	My friend remembers that secretly the government collected _ about _ foreign threats using illegal methods	about	True
s_ax	My friend remembers what secretly the government collected _ sensitive data _ about foreign threats using illegal methods	sensitive,data	True
s_xx	My friend remembers that secretly the government collected _ sensitive data _ about foreign threats using illegal methods	sensitive,data	True
s_ab	The newspaper said what secretly the neighbors sold _ to _ the new couple last month	to	True
s_xb	The newspaper said that secretly the neighbors sold _ to _ the new couple last month	to	True
s_ax	The newspaper said what secretly the neighbors sold _ a convertible _ to the new couple last month	a,convertible	True
s_xx	The newspaper said that secretly the neighbors sold _ a convertible _ to the new couple last month	a,convertible	True
s_ab	Our neighbor said what we believe the student sent _ to _ her mother over a week ago	to	True
s_xb	Our neighbor said that we believe the student sent _ to _ her mother over a week ago	to	True
s_ax	Our neighbor said what we believe the student sent _ a package _ to her mother over a week ago	a,package	True
s_xx	Our neighbor said that we believe the student sent _ a package _ to her mother over a week ago	a,package	True
s_ab	My friend told me who recently the university hired _ to help with _ increased enrollment for the following year	to,help,with	True
s_xb	My friend told me that recently the university hired _ to help with _ increased enrollment for the following year	to,help,with	True
s_ax	My friend told me who recently the university hired _ a new administrator _ to help with increased enrollment for the following year	a,new,administrator	True
s_xx	My friend told me that recently the university hired _ a new administrator _ to help with increased enrollment for the following year	a,new,administrator	True
s_ab	She can not believe what recently my friend stole _ from _ the store when he was young	from	True
s_xb	She can not believe that recently my friend stole _ from _ the store when he was young	from	True
s_ax	She can not believe what recently my friend stole _ a candy bar _ from the store when he was young	a,candy,bar	True
s_xx	She can not believe that recently my friend stole _ a candy bar _ from the store when he was young	a,candy,bar	True
s_ab	Our neighbor reminded us what with effort the truck dragged _ out of _ the swamp last spring	out,of	True
s_xb	Our neighbor reminded us that with effort the truck dragged _ out of _ the swamp last spring	out,of	True
s_ax	Our neighbor reminded us what with effort the truck dragged _ the car _ out of the swamp last spring	the,car	True
s_xx	Our neighbor reminded us that with effort the truck dragged _ the car _ out of the swamp last spring	the,car	True
s_ab	The shop owner told me what with care the chef prepared _ for _ the guests yesterday evening	for	True
s_xb	The shop owner told me that with care the chef prepared _ for _ the guests yesterday evening	for	True
s_ax	The shop owner told me what with care the chef prepared _ a great meal _ for the guests yesterday evening	a,great,meal	True
s_xx	The shop owner told me that with care the chef prepared _ a great meal _ for the guests yesterday evening	a,great,meal	True
s_ab	My sister told me what we believe the newspaper published _ about _ the mayor last month	about	True
s_xb	My sister told me that we believe the newspaper published _ about _ the mayor last month	about	True
s_ax	My sister told me what we believe the newspaper published _ a long story _ about the mayor last month	a,long,story	True
s_xx	My sister told me that we believe the newspaper published _ a long story _ about the mayor last month	a,long,story	True
s_ab	We remember what warmly our new friend brought _ to _ the birthday party last weekend	to	True
s_xb	We remember that warmly our new friend brought _ to _ the birthday party last weekend	to	True
s_ax	We remember what warmly our new friend brought _ a large present _ to the birthday party last weekend	a,large,present	True
s_xx	We remember that warmly our new friend brought _ a large present _ to the birthday party last weekend	a,large,present	True
s_ab	I know who warmly the teacher congratulated _ in front of _ the children at school	in,front,of	True
s_xb	I know that warmly the teacher congratulated _ in front of _ the children at school	in,front,of	True
s_ax	I know who warmly the teacher congratulated _ the couple _ in front of the children at school	the,couple	True
s_xx	I know that warmly the teacher congratulated _ the couple _ in front of the children at school	the,couple	True
s_ab	You know who graciously the journalist introduced _ to _ her family last year	to	True
s_xb	You know that graciously the journalist introduced _ to _ her family last year	to	True
s_ax	You know who graciously the journalist introduced _ her friend _ to her family last year	her,friend	True
s_xx	You know that graciously the journalist introduced _ her friend _ to her family last year	her,friend	True
s_ab	She knows who warmly the young man waited for _ next to _ the theater last night	next,to	True
s_xb	She knows that warmly the young man waited for _ next to _ the theater last night	next,to	True
s_ax	She knows who warmly the young man waited for _ his date _ next to the theater last night	his,date	True
s_xx	She knows that warmly the young man waited for _ his date _ next to the theater last night	his,date	True
s_ab	He knows who carefully the lawyer interrogated _ with _ bright lights yesterday	with	True
s_xb	He knows that carefully the lawyer interrogated _ with _ bright lights yesterday	with	True
s_ax	He knows who carefully the lawyer interrogated _ the spy _ with bright lights yesterday	the,spy	True
s_xx	He knows that carefully the lawyer interrogated _ the spy _ with bright lights yesterday	the,spy	True
s_ab	They recall who warmly the woman thanked _ with _ a big tip last week	with	True
s_xb	They recall that warmly the woman thanked _ with _ a big tip last week	with	True
s_ax	They recall who warmly the woman thanked _ the waitress _ with a big tip last week	the,waitress	True
s_xx	They recall that warmly the woman thanked _ the waitress _ with a big tip last week	the,waitress	True
s_ab	He remembers who skillfully the family reassured _ about _ her daughter yesterday evening	about	True
s_xb	He remembers that skillfully the family reassured _ about _ her daughter yesterday evening	about	True
s_ax	He remembers who skillfully the family reassured _ the old woman _ about her daughter yesterday evening	the,old,woman	True
s_xx	He remembers that skillfully the family reassured _ the old woman _ about her daughter yesterday evening	the,old,woman	True
s_ab	You said who unkindly the young man abandoned _ with _ mounting debts last evening	with	True
s_xb	You said that unkindly the young man abandoned _ with _ mounting debts last evening	with	True
s_ax	You said who unkindly the young man abandoned _ his partner _ with mounting debts last evening	his,partner	True
s_xx	You said that unkindly the young man abandoned _ his partner _ with mounting debts last evening	his,partner	True
s_ab	We recall what hesitantly the student delivered _ to _ the professor over the summer	to	True
s_xb	We recall that hesitantly the student delivered _ to _ the professor over the summer	to	True
s_ax	We recall what hesitantly the student delivered _ the paper _ to the professor over the summer	the,paper	True
s_xx	We recall that hesitantly the student delivered _ the paper _ to the professor over the summer	the,paper	True
s_ab	He said what hesitantly the company collected _ about _ their rivals last night	about	True
s_xb	He said that hesitantly the company collected _ about _ their rivals last night	about	True
s_ax	He said what hesitantly the company collected _ information _ about their rivals last night	information	True
s_xx	He said that hesitantly the company collected _ information _ about their rivals last night	information	True
s_ab	They know what rudely the couple frightened _ with _ threats last night	with	True
s_xb	They know that rudely the couple frightened _ with _ threats last night	with	True
s_ax	They know what rudely the couple frightened _ the children _ with threats last night	the,children	True
s_xx	They know that rudely the couple frightened _ the children _ with threats last night	the,children	True
s_ab	He knows who with skill the spy assassinated _ with _ a gun last year	with	True
s_xb	He knows that with skill the spy assassinated _ with _ a gun last year	with	True
s_ax	He knows who with skill the spy assassinated _ the politician _ with a gun last year	the,politician	True
s_xx	He knows that with skill the spy assassinated _ the politician _ with a gun last year	the,politician	True
s_ab	I know who warmly the lawyer greeted _ with _ a smile over lunch	with	True
s_xb	I know that warmly the lawyer greeted _ with _ a smile over lunch	with	True
s_ax	I know who warmly the lawyer greeted _ the man _ with a smile over lunch	the,man	True
s_xx	I know that warmly the lawyer greeted _ the man _ with a smile over lunch	the,man	True
s_ab	You know what skillfully the maid collected _ from _ the brook last year	from	True
s_xb	You know that skillfully the maid collected _ from _ the brook last year	from	True
s_ax	You know what skillfully the maid collected _ water _ from the brook last year	water	True
s_xx	You know that skillfully the maid collected _ water _ from the brook last year	water	True
s_ab	She knows who cooly the woman congratulated _ with _ her husband last summer	with	True
s_xb	She knows that cooly the woman congratulated _ with _ her husband last summer	with	True
s_ax	She knows who cooly the woman congratulated _ the athletes _ with her husband last summer	the,athletes	True
s_xx	She knows that cooly the woman congratulated _ the athletes _ with her husband last summer	the,athletes	True
s_ab	He knows who cheerfully the hunter introduced _ to _ his family last winter	to	True
s_xb	He knows that cheerfully the hunter introduced _ to _ his family last winter	to	True
s_ax	He knows who cheerfully the hunter introduced _ his friends _ to his family last winter	his,friends	True
s_xx	He knows that cheerfully the hunter introduced _ his friends _ to his family last winter	his,friends	True
s_ab	They recall who with sadness the man waited for _ in _ the rain last night	in	True
s_xb	They recall that with sadness the man waited for _ in _ the rain last night	in	True
s_ax	They recall who with sadness the man waited for _ her friend _ in the rain last night	her,friend	True
s_xx	They recall that with sadness the man waited for _ her friend _ in the rain last night	her,friend	True
s_ab	He remembers who brutally the detective interrogated _ in _ his cell yesterday	in	True
s_xb	He remembers that brutally the detective interrogated _ in _ his cell yesterday	in	True
s_ax	He remembers who brutally the detective interrogated _ the criminal _ in his cell yesterday	the,criminal	True
s_xx	He remembers that brutally the detective interrogated _ the criminal _ in his cell yesterday	the,criminal	True
s_ab	You said what skillfully the theif stole _ from _ the museum last night	from	True
s_xb	You said that skillfully the theif stole _ from _ the museum last night	from	True
s_ax	You said what skillfully the theif stole _ a painting _ from the museum last night	a,painting	True
s_xx	You said that skillfully the theif stole _ a painting _ from the museum last night	a,painting	True
s_ab	We recall what sadly the doctor administered _ to _ the old woman yesterday	to	True
s_xb	We recall that sadly the doctor administered _ to _ the old woman yesterday	to	True
s_ax	We recall what sadly the doctor administered _ medicine _ to the old woman yesterday	medicine	True
s_xx	We recall that sadly the doctor administered _ medicine _ to the old woman yesterday	medicine	True
s_ab	He said who anxiously the motehr waited for _ in _ the car over the winter	in	True
s_xb	He said that anxiously the mother waited for _ in _ the car over the winter	in	True
s_ax	He said who anxiously the mother waited for _ her daughter _ in the car over the winter	her,daughter	True
s_xx	He said that anxiously the mother waited for _ her daughter _ in the car over the winter	her,daughter	True
s_ab	They know who suddenly the woman chased _ with _ a broom yesterday morning	with	True
s_xb	They know that suddenly the woman chased _ with _ a broom yesterday morning	with	True
s_ax	They know who suddenly the woman chased _ the intruder _ with a broom yesterday morning	the,intruder	True
s_xx	They know that suddenly the woman chased _ the intruder _ with a broom yesterday morning	the,intruder	True
s_ab	He knows what quickly the scientists delivered _ to _ the journal last night	to	True
s_xb	He knows that quickly the scientists delivered _ to _ the journal last night	to	True
s_ax	He knows what quickly the scientists delivered _ the article _ to the journal last night	the,article	True
s_xx	He knows that quickly the scientists delivered _ the article _ to the journal last night	the,article	True
s_ab	I know who brutally the police frightened _ with _ their guns last night	with	True
s_xb	I know that brutally the police frightened _ with _ their guns last night	with	True
s_ax	I know who brutally the police frightened _ the protesters _ with their guns last night	the,protesters	True
s_xx	I know that brutally the police frightened _ the protesters _ with their guns last night	the,protesters	True
s_ab	You know who with skill the radical assassinated _ with _ a bomb yesterday	with	True
s_xb	You know that with skill the radical assassinated _ with _ a bomb yesterday	with	True
s_ax	You know who with skill the radical assassinated _ the politician _ with a bomb yesterday	the,politician	True
s_xx	You know that with skill the radical assassinated _ the politician _ with a bomb yesterday	the,politician	True
s_ab	She knows who cheerfully the mechanic greeted _ with _ a wave yesterday	with	True
s_xb	She knows that cheerfully the mechanic greeted _ with _ a wave yesterday	with	True
s_ax	She knows who cheerfully the mechanic greeted _ the teacher _ with a wave yesterday	the,teacher	True
s_xx	She knows that cheerfully the mechanic greeted _ the teacher _ with a wave yesterday	the,teacher	True
s_ab	He knows who kindly the students reassured _ with _ kind words last night	with	True
s_xb	He knows that kindly the students reassured _ with _ kind words last night	with	True
s_ax	He knows who kindly the students reassured _ the principal _ with kind words last night	the,principal	True
s_xx	He knows that kindly the students reassured _ the principal _ with kind words last night	the,principal	True
