condition	tokens	criticalwords	grammaticality
s_xx	My sister told me that we believe _ the newspaper _ published a long story about the mayor last month	the,newspaper	True
s_ab	We remember who warmly _ brought _ a large present to the birthday party last weekend	brought	True
s_xb	We remember that warmly _ brought _ a large present to the birthday party last weekend	brought	True
s_ax	We remember who warmly _ our new friend _ brought a large present to the birthday party last weekend	our,new,friend	True
s_xx	We remember that warmly _ our new friend _ brought a large present to the birthday party last weekend	our,new,friend	True
s_ab	I know who warmly _ congratulated _ the couple in front of the children at school	congratulated	True
s_xb	I know that warmly _ congratulated _ the couple in front of the children at school	congratulated	True
s_ax	I know who warmly _ the teacher _ congratulated the couple in front of the children at school	the,teacher	True
s_xx	I know that warmly _ the teacher _ congratulated the couple in front of the children at school	the,teacher	True
s_ab	You know who graciously _ introduced _ her friend to her family last year	introduced	True
s_xb	You know that graciously _ introduced _ her friend to her family last year	introduced	True
s_ax	You know who graciously _ the journalist _ introduced her friend to her family last year	the,journalist	True
s_xx	You know that graciously _ the journalist _ introduced her friend to her family last year	the,journalist	True
s_ab	She knows who warmly _ waited for _ his date next to the theater last night	waited,for	True
s_xb	She knows that warmly _ waited for _ his date next to the theater last night	waited,for	True
s_ax	She knows who warmly _ the young man _ waited for his date next to the theater last night	the,young,man	True
s_xx	She knows that warmly _ the young man _ waited for his date next to the theater last night	the,young,man	True
s_ab	He knows who carefully _ interrogated _ the spy with bright lights yesterday	interrogated	True
s_xb	He knows that carefully _ interrogated _ the spy with bright lights yesterday	interrogated	True
s_ax	He knows who carefully _ the lawyer _ interrogated the spy with bright lights yesterday	the,lawyer	True
s_xx	He knows that carefully _ the lawyer _ interrogated the spy with bright lights yesterday	the,lawyer	True
s_ab	They recall who warmly _ thanked _ the waitress with a big tip last week	thanked	True
s_xb	They recall that warmly _ thanked _ the waitress with a big tip last week	thanked	True
s_ax	They recall who warmly _ the woman _ thanked the waitress with a big tip last week	the,woman	True
s_xx	They recall that warmly _ the woman _ thanked the waitress with a big tip last week	the,woman	True
s_ab	He remembers who skillfully _ reassured _ the old woman about her daughter yesterday evening	reassured	True
s_xb	He remembers that skillfully _ reassured _ the old woman about her daughter yesterday evening	reassured	True
s_ax	He remembers who skillfully _ the family _ reassured the old woman about her daughter yesterday evening	the,family	True
s_xx	He remembers that skillfully _ the family _ reassured the old woman about her daughter yesterday evening	the,family	True
s_ab	You said who unkindly _ abandoned _ his partner with mounting debts last evening	abandoned	True
s_xb	You said that unkindly _ abandoned _ his partner with mounting debts last evening	abandoned	True
s_ax	You said who unkindly _ the young man _ abandoned his partner with mounting debts last evening	the,young,man	True
s_xx	You said that unkindly _ the young man _ abandoned his partner with mounting debts last evening	the,young,man	True
s_ab	We recall who hesitantly _ delivered _ the paper to the professor over the summer	delivered	True
s_xb	We recall that hesitantly _ delivered _ the paper to the professor over the summer	delivered	True
s_ax	We recall who hesitantly _ the student _ delivered the paper to the professor over the summer	the,student	True
s_xx	We recall that hesitantly _ the student _ delivered the paper to the professor over the summer	the,student	True
s_ab	He said what hesitantly _ collected _ information about their rivals last night	collected	True
s_xb	He said that hesitantly _ collected _ information about their rivals last night	collected	True
s_ax	He said what hesitantly _ the company _ collected information about their rivals last night	the,company	True
s_xx	He said that hesitantly _ the company _ collected information about their rivals last night	the,company	True
s_ab	They know who rudely _ frightened _ the children with threats last night	frightened	True
s_xb	They know that rudely _ frightened _ the children with threats last night	frightened	True
s_ax	They know who rudely _ the couple _ frightened the children with threats last night	the,couple	True
s_xx	They know that rudely _ the couple _ frightened the children with threats last night	the,couple	True
s_ab	He knows who with skill _ assassinated _ the politician with a gun last year	assassinated	True
s_xb	He knows that with skill _ assassinated _ the politician with a gun last year	assassinated	True
s_ax	He knows who with skill _ the spy _ assassinated the politician with a gun last year	the,spy	True
s_xx	He knows that with skill _ the spy _ assassinated the politician with a gun last year	the,spy	True
s_ab	I know who warmly _ greeted _ the man with a smile over lunch	greeted	True
s_xb	I know that warmly _ greeted _ the man with a smile over lunch	greeted	True
s_ax	I know who warmly _ the lawyer _ greeted the man with a smile over lunch	the,lawyer	True
s_xx	I know that warmly _ the lawyer _ greeted the man with a smile over lunch	the,lawyer	True
s_ab	You know who skillfully _ collected _ water from the brook last year	collected	True
s_xb	You know that skillfully _ collected _ water from the brook last year	collected	True
s_ax	You know who skillfully _ the maid _ collected water from the brook last year	the,maid	True
s_xx	You know that skillfully _ the maid _ collected water from the brook last year	the,maid	True
s_ab	She knows who cooly _ congratulated _ the athletes with her husband last summer	congratulated	True
s_xb	She knows that cooly _ congratulated _ the athletes with her husband last summer	congratulated	True
s_ax	She knows who cooly _ the woman _ congratulated the athletes with her husband last summer	the,woman	True
s_xx	She knows that cooly _ the woman _ congratulated the athletes with her husband last summer	the,woman	True
s_ab	He knows who cheerfully _ introduced _ the athletes to his family last winter	introduced	True
s_xb	He knows that cheerfully _ introduced _ the athletes to his family last winter	introduced	True
s_ax	He knows who cheerfully _ the hunter _ introduced his friends to his family last winter	the,hunter	True
s_xx	He knows that cheerfully _ the hunter _ introduced his friends to his family last winter	the,hunter	True
s_ab	They recall who with sadness _ waited for _ her friend in the rain last night	waited,for	True
s_xb	They recall that with sadness _ waited for _ her friend in the rain last night	waited,for	True
s_ax	They recall who with sadness _ the man _ waited for her friend in the rain last night	the,man	True
s_xx	They recall that with sadness _ the man _ waited for her friend in the rain last night	the,man	True
s_ab	He remembers who brutally _ interrogated _ the criminal in his cell yesterday	interrogated	True
s_xb	He remembers that brutally _ interrogated _ the criminal in his cell yesterday	interrogated	True
s_ax	He remembers who brutally _ the detective _ interrogated the criminal in his cell yesterday	the,detective	True
s_xx	He remembers that brutally _ the detective _ interrogated the criminal in his cell yesterday	the,detective	True
s_ab	You said who skillfully _ stole _ a painting from the museum last night	stole	True
s_xb	You said that skillfully _ stole _ a painting from the museum last night	stole	True
s_ax	You said who skillfully _ the theif _ stole a painting from the museum last night	the,theif	True
s_xx	You said that skillfully _ the theif _ stole a painting from the museum last night	the,theif	True
s_ab	We recall who sadly _ administered _ medicine to the old woman yesterday	administered	True
s_xb	We recall that sadly _ administered _ medicine to the old woman yesterday	administered	True
s_ax	We recall who sadly _ the doctor _ administered medicine to the old woman yesterday	the,doctor	True
s_xx	We recall that sadly _ the doctor _ administered medicine to the old woman yesterday	the,doctor	True
s_ab	He said who anxiously _ waited for _ her daughter in the car over the winter	waited,for	True
s_xb	He said that anxiously _ waited for _ her daughter in the car over the winter	waited,for	True
s_ax	He said who anxiously _ the mother _ waited for her daughter in the car over the winter	the,mother	True
s_xx	He said that anxiously _ the mother _ waited for her daughter in the car over the winter	the,mother	True
s_ab	They know who suddenly _ chased _ the intruder with a broom yesterday morning	chased	True
s_xb	They know that suddenly _ chased _ the intruder with a broom yesterday morning	chased	True
s_ax	They know who suddenly _ the woman _ chased the intruder with a broom yesterday morning	the,woman	True
s_xx	They know that suddenly _ the woman _ chased the intruder with a broom yesterday morning	the,woman	True
s_ab	He knows who quickly _ delivered _ the article to the journal last night	delivered	True
s_xb	He knows that quickly _ delivered _ the article to the journal last night	delivered	True
s_ax	He knows who quickly _ the scientists _ delivered the article to the journal last night	the,scientists	True
s_xx	He knows that quickly _ the scientists _ delivered the article to the journal last night	the,scientists	True
s_ab	I know who brutally _ frightened _ the protesters with their guns last night	frightened	True
s_xb	I know that brutally _ frightened _ the protesters with their guns last night	frightened	True
s_ax	I know who brutally _ the police _ frightened the protesters with their guns last night	the,police	True
s_xx	I know that brutally _ the police _ frightened the protesters with their guns last night	the,police	True
s_ab	You know who with skill _ assassinated _ the politician with a bomb yesterday	assassinated	True
s_xb	You know that with skill _ assassinated _ the politician with a bomb yesterday	assassinated	True
s_ax	You know who with skill _ the radical _ assassinated the politician with a bomb yesterday	the,radical	True
s_xx	You know that with skill _ the radical _ assassinated the politician with a bomb yesterday	the,radical	True
s_ab	She knows who cheerfully _ greeted _ the teacher with a wave yesterday	greeted	True
s_xb	She knows that cheerfully _ greeted _ the teacher with a wave yesterday	greeted	True
s_ax	She knows who cheerfully _ the mechanic _ greeted the teacher with a wave yesterday	the,mechanic	True
s_xx	She knows that cheerfully _ the mechanic _ greeted the teacher with a wave yesterday	the,mechanic	True
s_ab	He knows who kindly _ reassured _ the principal with kind words last night	reassured	True
s_xb	He knows that kindly _ reassured _ the principal with kind words last night	reassured	True
s_ax	He knows who kindly _ the students _ reassured the principal with kind words last night	the,students	True
s_xx	He knows that kindly _ the students _ reassured the principal with kind words last night	the,students	True
